"AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"EMAIL";"EMAIL2";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"SEGREGADA";"EDUC. DIFERENCIADA";"Total 2017-2018";"Total 2018-2019";"Total 2019-2020";"Total 2020-2021";"Total 2021-2022";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Educación Infantil Especial 2019-2020";"Educación Infantil Especial 2020-2021";"Educación Infantil Especial 2021-2022";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil I Ciclo 2019-2020";"Infantil I Ciclo 2020-2021";"Infantil I Ciclo 2021-2022";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Infantil II Ciclo 2019-2020";"Infantil II Ciclo 2020-2021";"Infantil II Ciclo 2021-2022";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Educación Básica Obligatoria 2019-2020";"Educación Básica Obligatoria 2020-2021";"Educación Básica Obligatoria 2021-2022";"Primaria 2017-2018";"Primaria 2018-2019";"Primaria 2019-2020";"Primaria 2020-2021";"Primaria 2021-2022";"ESO 2017-2018";"ESO 2018-2019";"ESO 2019-2020";"ESO 2020-2021";"ESO 2021-2022";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"Bachillerato 2019-2020";"Bachillerato 2020-2021";"Bachillerato 2021-2022";"FP GM 2017-2018";"FP GM 2018-2019";"FP GM 2019-2020";"FP GM 2020-2021";"FP GM 2021-2022";"FP GS 2017-2018";"FP GS 2018-2019";"FP GS 2019-2020";"FP GS 2020-2021";"FP GS 2021-2022";"FPB 2017-2018";"FPB 2018-2019";"FPB 2019-2020";"FPB 2020-2021";"FPB 2021-2022";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Módulos Voluntarios 2019-2020";"PCPI: Módulos Voluntarios 2020-2021";"PCPI: Módulos Voluntarios 2021-2022";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"PCPI: Especial 2019-2020";"PCPI: Especial 2020-2021";"PCPI: Especial 2021-2022";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programa Formación Transición Vida Adulta 2019-2020";"Programa Formación Transición Vida Adulta 2020-2021";"Programa Formación Transición Vida Adulta 2021-2022";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"Programas Profesionales Modalidad Especial 2019-2020";"Programas Profesionales Modalidad Especial 2020-2021";"Programas Profesionales Modalidad Especial 2021-2022";"lat";"lng";"Programas Profesionales Modalidad General 2019-2020";"Programas Profesionales Modalidad General 2020-2021";"Programas Profesionales Modalidad General 2021-2022"
"Madrid-Oeste";"28072600";"EIPR";"LA CABAÑA MÁGICA";"Calle Pintura, 17 ";"Pozuelo de Alarcón";"-";"28224";"913517365";"-";"lacabanamagica01@gmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072600";"lacabanamagica01@gmail.com";"LA CABAÑA MÁGICA, S.L.";"NO";"";"41";"";"";"";"";"";"";"";"";"";"41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.451721";"-3.8149506";"";"";""
"Madrid-Oeste";"28064640";"EIPR";"LA CASA DE LA PRADERA";"Calle Coto Praderas, 7 ";"Majadahonda";"-";"28221";"646154039";"-";"-";"escuelacasadelapradera@gmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064640";"null";"PEREZ AGUIAR, S.L.";"NO";"";"25";"";"";"";"";"";"";"";"";"";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4749552";"-3.854654899999999";"";"";""
"Madrid-Este";"28056953";"EIPR";"LA CASA DE LOS DUENDES";"Calle Londres, 70 ";"Torrejón de Ardoz";"-";"28850";"916766583";"-";"lacasadelosduendestorrejon@gmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056953";"lacasadelosduendestorrejon@gmail.com";"XIOTRAN INVESTMENT CORPORATE, S.L";"NO";"";"54";"";"";"";"";"";"";"";"";"";"54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.461683";"-3.457763";"";"";""
"Madrid-Capital";"28063313";"EIPR";"LA CASA DE LOS HERMANITOS";"Calle De La Corte De Faraón, 11 ";"Madrid";"Villaverde";"28041";"913179064";"-";"tsantoscuriel@yahoo.es";"lacasadeloshermanitos@gmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28063313";"tsantoscuriel@yahoo.es";"TERESA SANTOS CURIEL";"NO";"";"29";"";"";"";"";"";"";"";"";"";"29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.361361";"-3.6964536";"";"";""
"Madrid-Capital";"28063261";"EIPR";"LA CASA DEL RIO - MIRIAM";"Paseo Del Comandante Fortea, 81 ";"Madrid";"Moncloa-Aravaca";"28008";"915423938";"-";"eicasadelrio@hotmail.com";"mtenacio@hotmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28063261";"eicasadelrio@hotmail.com";"TENAVA EDUCATION, S.L.";"NO";"";"58";"";"";"";"";"";"";"";"";"";"58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.429364";"-3.7346615";"";"";""
"Madrid-Capital";"28071531";"EIPR";"LA CASA ZIPIZAPE";"Camino De Ganapanes, 31 ";"Madrid";"Fuencarral-El Pardo";"28035";"913768215";"-";"lacasazipizape@yahoo.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071531";"lacasazipizape@yahoo.es";"LA CASA DE ZIPIZAPE, S.L.";"NO";"";"42";"";"";"";"";"";"";"";"";"";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4748051";"-3.7158706";"";"";""
"Madrid-Norte";"28061201";"EIPR";"LA CASITA";"Calle Del Bachiller Alonso López, 5 ";"Alcobendas";"-";"28100";"916529075";"-";"espedelara16@gmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061201";"espedelara16@gmail.com";"ESPERANZA DE LARA DEL OLMO";"SI";"Mixta Diferenciada";"44";"";"";"";"";"";"";"";"";"";"44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5448045";"-3.6333847";"";"";""
"Madrid-Este";"28057933";"EIPR";"LA CASITA";"Carretera Ajalvir, K4,5 ";"Torrejón de Ardoz";"-";"28850";"665608282";"-";"pbarriosmartin@gmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057933";"pbarriosmartin@gmail.com";"ASOCIACION DE PADRES DE ALUMNOS DEL INTA (A.P.A.I.)";"NO";"";"59";"";"";"";"";"";"";"";"";"";"59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4616408";"-3.4803944";"";"";""
"Madrid-Oeste";"28058101";"EIPR";"LA CASITA DE ALEJANDRA";"Calle Cañada Real, 20 ";"Collado Villalba";"-";"28400";"620445468";"-";"etemino1@gmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058101";"etemino1@gmail.com";"EVA MARIA TEMIÑO GONZALEZ";"NO";"";"38";"";"";"";"";"";"";"";"";"";"38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6328646";"-4.0170502";"";"";""
"Madrid-Sur";"28063349";"EIPR";"LA CASITA DE CARAMELO";"Plaza Santander, 14 ";"Fuenlabrada";"-";"28941";"911623163";"-";"eilacasitadecaramelo@gmail.com";"ruthdelafuente@hotmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28063349";"eilacasitadecaramelo@gmail.com";"AGRONOMÍA Y EDUCACIÓN, S.L.";"NO";"";"52";"";"";"";"";"";"";"";"";"";"52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2975354";"-3.8034182";"";"";""
"Madrid-Sur";"28066405";"EIPR";"LA CASITA DE CARAMELO-CALLE HUMANES";"Calle De Alfaguara C/v Humanes ";"Fuenlabrada";"-";"28944";"636707795";"-";"lacasitadecaramelo2@gmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28066405";"lacasitadecaramelo2@gmail.com";"EDUCARUMI, S.L.";"SI";"Mixta Diferenciada";"28";"";"";"";"";"";"";"";"";"";"28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2778139";"-3.7906753";"";"";""
"Madrid-Norte";"28068451";"EIPR";"LA CASITA DE GUS";"Avenida Maximiliano Puerro Del Tell (entrada Avila 25, 2 ";"San Sebastián de los Reyes";"-";"28701";"676555819";"-";"LACASITADEGUS@GMAIL.COM";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068451";"LACASITADEGUS@GMAIL.COM";"LA CASITA DE GUS, S.L.U.";"SI";"Mixta Diferenciada";"25";"";"";"";"";"";"";"";"";"";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5515215";"-3.6380357";"";"";""
"Madrid-Capital";"28068414";"EIPR";"LA CASITA DE KIKA";"Calle De Alfonso Martínez Conde, 2 ";"Madrid";"Carabanchel";"28025";"915659453";"-";"lacasitadekika@yahoo.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068414";"lacasitadekika@yahoo.es";"ESCUELA INFANTIL LA CASITA DE KIKA, S.L.";"NO";"";"26";"26";"";"";"";"";"";"";"";"";"26";"26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.380851";"-3.7301854";"";"";""
"Madrid-Norte";"28061808";"EIPR";"LA CASITA DE LA ABUELA";"Calle Del Comercio, 55 ";"Tres Cantos";"-";"28760";"918040774";"-";"lacasita@lacasitadelaabuela.com";"angeles_espinosa@hotmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061808";"lacasita@lacasitadelaabuela.com";"LA CASITA DE LA ABUELA GUARDERIA INFANTIL, S.L.";"NO";"";"32";"";"";"";"";"";"";"";"";"";"32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6007106";"-3.7094335";"";"";""
"Madrid-Capital";"28037132";"EIPR";"LA CASITA DE LOS PITUFOS II";"Avenida De Moratalaz, 141 ";"Madrid";"Moratalaz";"28030";"916183104";"-";"lacasitadelospitufosmoratalaz2@gmail.com";"lmontero85@hotmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28037132";"lacasitadelospitufosmoratalaz2@gmail.com";"LOS PITUFOS DE BEGALDE 2004, S.L.";"NO";"";"47";"";"";"";"";"";"";"";"";"";"47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.407113";"-3.6485362";"";"";""
"Madrid-Norte";"28077415";"EIPR";"LA CASITA DE MURIEL";"Avenida De Madrid, 25 ";"Molar, El";"-";"28710";"679593246";"-";"lacasitademuriel@hotmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077415";"lacasitademuriel@hotmail.com";"MURIEL AGUADO JIMÉNEZ";"NO";"";"12";"";"";"";"";"";"";"";"";"";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.73190990000001";"-3.5848869";"";"";""
"Madrid-Sur";"28078699";"EIPR";"LA CASITA DE NOA";"Avenida Salvador Allende, 4 ";"Getafe";"-";"28907";"913857695";"-";"eilacasitadenoa@gmail.com";"eilacasitadenoa@gmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078699";"eilacasitadenoa@gmail.com";"RUIFERCOLOR, S.L. UNIPERSONAL";"SI";"Mixta Diferenciada";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3187714";"-3.7396106";"";"";""
"Madrid-Oeste";"28064482";"EIPR";"LA CASITA DEL FAROL";"Calle Gerona, 13 ";"Rozas de Madrid, Las";"-";"28290";"-";"-";"-";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064482";"null";"MARIA ROCIO MARTIN MORRO";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5622857";"-3.8871089";"";"";""
"Madrid-Este";"28066806";"EIPR";"LA CASITA ENCANTADA";"Calle Magallanes, 3 ";"San Martín de la Vega";"-";"28339";"918945463";"-";"-";"lacasitaencantadaalicia@outlook.es";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28066806";"bravoblasconoelia@gmail.com";"NOELIA BRAVO BLASCO";"SI";"Mixta Diferenciada";"38";"";"";"";"";"";"";"";"";"";"38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4327675";"-3.7054885";"";"";""
"Madrid-Norte";"28060919";"EIPR";"LA CASITA VERDE";"Calle Del Puente Del Grajal, 1 ";"Colmenar Viejo";"-";"28770";"633235349";"-";"lacasitaverde@gmail.com";"e.i.lacasitaverde@gmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28060919";"lacasitaverde@gmail.com";"GUARDERIA LA CASITA VERDE, S.L.";"NO";"";"49";"";"";"";"";"";"";"";"";"";"49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6734746";"-3.7799219";"";"";""
"Madrid-Capital";"28065425";"EIPR";"LA CIGÚEÑA";"Calle De Marina Usera, 28 ";"Madrid";"Usera";"28026";"915697505";"-";"mjfmiguel@yahoo.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065425";"mjfmiguel@yahoo.es";"Mª JOSEFA DE MIGUEL MARTIN";"SI";"Mixta Diferenciada";"9";"";"";"";"";"";"";"";"";"";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3806832";"-3.7139328";"";"";""
"Madrid-Este";"28048816";"EIPR";"LA CIGÜEÑA";"Calle De Ramón Y Cajal, 40 ";"San Martín de la Vega";"-";"28330";"646218987";"-";"belenymarisa@gmail.com";"mlguijorro@gmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048816";"belenymarisa@gmail.com";"DOMINGO GUIJORRO CARRASCO";"SI";"Mixta Diferenciada";"18";"";"";"";"";"";"";"";"";"";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.20815";"-3.57696";"";"";""
"Madrid-Capital";"28072843";"EIPR";"LA COLMENA";"Calle De Quintanavides, 11 ";"Madrid";"Fuencarral-El Pardo";"28050";"640705087";"-";"escuela@escuelalacolmena.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072843";"escuela@escuelalacolmena.es";"ESCUELA LA COLMENA, S.L.";"NO";"";"39";"";"";"";"";"";"";"";"";"";"39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4985569";"-3.669271";"";"";""
"Madrid-Norte";"28046224";"EIPR";"LA COMBA";"Calle Del Marqués De La Valdavia, 129 ";"Alcobendas";"-";"28100";"650928383";"-";"eilacomba@eilacomba.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046224";"eilacomba@eilacomba.es";"JESUS MARIA CAMPOS CONCHA";"SI";"Mixta Diferenciada";"63";"";"";"";"";"";"";"";"";"";"63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5469428";"-3.657372999999999";"";"";""
"Madrid-Oeste";"28062540";"EIPR";"LA COMETA";"Calle Oriente, 8 ";"Majadahonda";"-";"28220";"916382667";"-";"eilacometa@eilacometa.net";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28062540";"eilacometa@eilacometa.net";"MATILDE MARTIN SANTIBAÑEZ";"SI";"Mixta Diferenciada";"23";"";"";"";"";"";"";"";"";"";"23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4726569";"-3.8749405";"";"";""
"Madrid-Capital";"28036516";"EIPR";"LA COMETA";"Calle De González Arias, 10 ";"Madrid";"Usera";"28026";"914769181";"914769181";"ei.lacometa@hotmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28036516";"ei.lacometa@hotmail.com";"NATALIA DO CAMPO REDONDO";"NO";"";"21";"";"";"";"";"";"";"";"";"";"21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3808675";"-3.7086286";"";"";""
"Madrid-Capital";"28072521";"EIPR";"LA CUNCUNA";"Calle De Antonio Romero, 21 ";"Madrid";"Carabanchel";"28025";"-";"-";"-";"informacion@lacuncuna.es";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072521";"null";"CUNCUNA, S.L.";"NO";"";"27";"";"";"";"";"";"";"";"";"";"27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3743955";"-3.7308832";"";"";""
"Madrid-Este";"28066326";"EIPR";"LA ESCUELITA";"Calle Córdoba, 1-3 ";"Alcalá de Henares";"-";"28804";"918826659";"-";"direccion@eilaescuelita.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28066326";"direccion@eilaescuelita.com";"KIDKISS, S.L. UNIPERSONAL";"SI";"Mixta Diferenciada";"46";"";"";"";"";"";"";"";"";"";"46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4872929";"-3.3460333";"";"";""
"Madrid-Capital";"28077129";"EIPR";"LA ESTRELLA INFANTIL";"Calle De La Estrella Polar, 22 ";"Madrid";"Retiro";"28007";"636492506";"-";"info@estrellainfantil.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077129";"info@estrellainfantil.com";"EL PINAR INFANTIL, S.L.";"NO";"";"42";"";"";"";"";"";"";"";"";"";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4108886";"-3.666303499999999";"";"";""
"Madrid-Capital";"28079710";"EIPR";"LA ESTRELLA INFANTIL III";"Calle De Rafael Salazar Alonso, 17 ";"Madrid";"Retiro";"28007";"636492506";"-";"info@estrellainfantil.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079710";"info@estrellainfantil.com";"EL PINAR INFANTIL, S.L.";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.416337";"-3.6693013";"";"";""
"Madrid-Este";"28064597";"EIPR";"LA GARENA";"Avenida Juan Carlos I, 7 ";"Alcalá de Henares";"-";"28806";"910 947 2";"-";"escuelainfantilmeraki@gmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064597";"info@escuelainfantilmeraki.com";"JULIO JOSE ARAGON ARRIOLA";"SI";"Mixta Diferenciada";"42";"";"";"";"";"";"";"";"";"";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4833951";"-3.3923228";"";"";""
"Madrid-Sur";"28058287";"EIPR";"LA GATITA CURIOSA";"Calle De Francia, 48-50 ";"Fuenlabrada";"-";"28942";"916074803";"-";"lagatitacuriosa@hotmail.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058287";"lagatitacuriosa@hotmail.es";"LA GATITA CURIOSA, S.L.";"NO";"";"76";"";"";"";"";"";"";"";"";"";"76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2855";"-3.80889";"";"";""
"Madrid-Este";"28061195";"EIPR";"LA GRAN FAMILIA";"Calle Dámaso Alonso, 7 ";"Alcalá de Henares";"-";"28806";"918808872";"-";"escuelainfantil@lagranfamilia.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061195";"escuelainfantil@lagranfamilia.es";"OSCAR DIEZ RODRIGALVAREZ";"NO";"";"105";"";"";"";"";"";"";"";"";"";"105";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4939022";"-3.3745782";"";"";""
