CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Capital;28073665;CPRIEPA;EDUCACION, CULTURA Y SOLIDARIDAD;Calle De Paterna, 49-55 ;Madrid;Villaverde;28021;664398161;-;pilar.cerezo@eculturas.org;inmafuentesgil@gmail.com;Privado;
Madrid-Capital;28061092;CPRIEPA;ESCUELA POPULAR DE PROSPERIDAD;Calle De Luis Cabrera, 19 ;Madrid;Chamartín;28002;915627019;-;-;-;Privado;
Madrid-Capital;28077531;CPRIEPA;INAV;Calle De José Abascal, 55 ;Madrid;Chamberí;28003;918280149;-;sec.madrid@inav.es;-;Privado;
Madrid-Capital;28042565;CPRIEPA;NAZARET;Calle De Cuart De Poblet, 6 ;Madrid;Latina;28047;914654789;0;-;-;Privado;
Madrid-Norte;28080979;CPRIEPA;NORTE JOVEN ALCOBENDAS;Calle Del Fuego C/v C/ Fayón, 1, 73 ;Alcobendas;-;28100;916510598;-;alcobendas@nortejoven.org;-;Privado;
Madrid-Capital;28036802;CPRIEPA;PRACTIVOX;Calle De Atocha, 93 ;Madrid;Centro;28014;913690029;914291408;practivox@telefonica.net;-;Privado;
Madrid-Oeste;28040507;CPR ES;AQUINAS INTERNATIONAL SCHOOL;Calle Transversal 4, 4 ;Pozuelo de Alarcón;-;28223;913523120;913523889;secretaria@aquinasmadrid.es;jecarre@telefonica.net;Privado;
Madrid-Capital;28018769;CPR ES;ARIES;Calle De Núñez De Balboa, 10 ;Madrid;Salamanca;28001;914317414;914316088;admision@academiaaries.com;academia_aries@hotmail.com;Privado;
Madrid-Capital;28078213;CPR ES;CAMPUS FP ATOCHA;Calle De Sebastián Herrera, 14 ;Madrid;Arganzuela;28012;911833122;-;secretariab@campusfp.es;javier.calvo@campusfp.es;Privado;
Madrid-Sur;28075595;CPR ES;CAMPUS FP GETAFE ESCUELA SOCIOSANITARIA Y TECNOLOGIAS DE LA COMUNICACION;Avenida De Las Ciudades, 10 ;Getafe;-;28903;911833122;916840179;secretaria.getafe@campusfp.es;cpons@campusfp.es;Privado;
Madrid-Capital;28040416;CPR ES;CENTRO DE FORMACION Y CAPACITACION SOPEÑA MADRID;Calle Del Arroyo Del Olivar, 10 ;Madrid;Puente de Vallecas;28053;914775995;914780975;jm.vinas@sopenamadrid.org;coordinacion@sopenamadrid.org;Privado;
Madrid-Oeste;28037806;CPR ES;COL. BRITANICO DE MADRID EN SOMOSAGUAS;Calle Solano, 3 ;Pozuelo de Alarcón;-;28223;913375056;91 3373634;jesus.otero@britishcouncil.es;schooldirecciontecnica@britishcouncil.es;Privado;
Madrid-Capital;28020491;CPR ES;COLEGIO CEU SAN PABLO DE CLAUDIO COELLO;Calle De Martín De Los Heros, 60 ;Madrid;Salamanca;28008;915615240;915614809;ccsec@ceu.es;ccsec@ceu.es;Privado;
Madrid-Sur;28080785;CPR ES;COLEGIO ESC MADRID;Calle Duero, 47 ;Villaviciosa de Odón;-;28670;-;-;-;-;Privado;
Madrid-Capital;28021781;CPR ES;CUMBRE;Calle De Costa Rica, 25 ;Madrid;Chamartín;28016;913592584;-;cumbre@colegiocumbre.com;-;Privado;
Madrid-Capital;28019907;CPR ES;DARIO ESTUDIO;Calle Gran Vía, 63 ;Madrid;Centro;28013;915411515;-;info@darioestudio.es;-;Privado;
Madrid-Capital;28018897;CPR ES;DIAZ BALAGUER;Calle De Fernando El Católico, 77 ;Madrid;Chamberí;28015;915443520;915498168;secretaria@diaz-balaguer.com;jefatura@diaz-balaguer.com;Privado;
Madrid-Capital;28030745;CPR ES;FOMENTO-FUNDACION;Calle Del Padre Claret, 23 ;Madrid;Chamartín;28002;914134125;-;bachilleratoff@fomento.edu;jdelapuerta@fomento.edu;Privado;
Madrid-Capital;28079795;CPR ES;GLOBAL COLLEGE;Calle De Castellón De La Plana, 8 ;Madrid;Chamartín;28006;-;-;-;-;Privado;
Madrid-Capital;28021719;CPR ES;GUZMAN EL BUENO;Calle De Eugenio Salazar, 15 ;Madrid;Chamartín;28002;914150495;914167641;secretaria@guzmanelbueno.es;ralvarez@guzmanelbueno.es;Privado;
Madrid-Norte;28029536;CPR ES;KING'S COLLEGE;Paseo De Los Andes, 35 ;Tres Cantos;-;28760;918034800;918036557;sara.fernandez@kingsgroup.org;-;Privado;
Madrid-Oeste;28030794;CPR ES;K.S.;Avenida Bularas, 2 ;Pozuelo de Alarcón;-;28224;917154797;913510901;kensington@kensingtonschool.net;kensington@kensingtonschool.net;Privado;
Madrid-Capital;28080921;CPR ES;MEDAC ALBALA;Calle De Albalá, 5 ;Madrid;San Blas-Canillejas;28037;919262694;-;madrid.albala@medac.es;-;Privado;
Madrid-Capital;28074785;CPR ES;NUEVO VELAZQUEZ;Calle De Rosa Jardón, 9 ;Madrid;Chamartín;28016;915616255;912900431;secretaria@colegiovelazquez.es;-;Privado;
Madrid-Norte;28041901;CPR ES;SAN PATRICIO DEL SOTO;Calle Jazmín, 148 ;Alcobendas;-;28109;916500602;916508111;infosoto@colegiosanpatricio.es;-;Privado;
Madrid-Capital;28062394;CPR ES;SANTA ANA;Avenida De Alfonso Xiii, 162 ;Madrid;Chamartín;28016;913459060;-;anolasco@stannesmadrid.com;-;Privado;
Madrid-Capital;28063738;CPR ES;SEMIN.MENOR ARZ.LA INMACULADA Y S.DAMASO;Plaza De San Francisco, 5 ;Madrid;Centro;28005;913641734;913540311;secretaria@colegioarzobispal.com;info@colegioarzobispal.com;Privado;
Madrid-Capital;28041913;CPR ES;T.E.M.S.;Calle De La Salle, 23 ;Madrid;Moncloa-Aravaca;28023;913572667;-;beatriz.mera@cognita.com;info@tems.es;Privado;
Madrid-Capital;28018988;CPR ES;VOX;Calle Gran Vía, 59 ;Madrid;Centro;28013;915471763;915472753;institutovox@institutovox.es;dprietol@institutovox.es;Privado;
Madrid-Capital;28060580;CP FPE;ESCUELA DE FORMACION ESPEC. IMAGEN DIAG. HOSPITAL CLINICO SAN CARLOS;Calle Del Profesor Martín Lagos, S/n ;Madrid;Moncloa-Aravaca;28040;917044429;913303580;fpe.hospitalclinico.madrid@educa.madrid.org;mariajose.martinez.castelo@madrid.org;Privado;
Madrid-Oeste;28071474;CP FPE;PUERTA DE HIERRO;Calle Joaquín Rodrigo, 2 ;Majadahonda;-;28222;911916537;911916653;secretaria@cfppuertadehierro.org;anaolga.hernando@cfppuertadehierro.org;Privado;
Madrid-Capital;28081741;CPR FPE; INSTITUTO EUROPEO DE FORMACIÓN PROFESIONAL;Calle De Gobelas, 33 ;Madrid;Moncloa-Aravaca;28023;-;-;-;-;Privado;
Madrid-Capital;28080712;CPR FPE;ACADEF ATOCHA;Calle De La Condesa Vega Del Pozo, 28 ;Madrid;Vicálvaro;28032;-;-;-;-;Privado;
Madrid-Oeste;28077804;CPR FPE;ACADEF FORMACIÓN PROFESIONAL DEPORTIVA;Avenida De La Condesa De Chinchón, 21 ;Boadilla del Monte;-;28660;657285268;-;director.academico@acadef.es;administracion@acadef.es;Privado;
Madrid-Este;28079734;CPR FPE;ACADEF FP ALCALA;Calle Cogolludo, S/n ;Alcalá de Henares;-;28805;-;-;-;-;Privado;
Madrid-Sur;28079746;CPR FPE;ACADEF FP ALCORCON;Avenida Los Castillos, 1 ;Alcorcón;-;28925;-;-;-;-;Privado;
Madrid-Capital;28080256;CPR FPE;ACADEF FP ARTURO SORIA;Calle Del Duque De Tamames, 9 ;Madrid;Ciudad Lineal;28043;-;-;-;-;Privado;
Madrid-Norte;28079758;CPR FPE;ACADEF FP COLMENAR;Avenida De Juan Pablo Ii, 13 ;Colmenar Viejo;-;28770;-;-;-;-;Privado;
Madrid-Capital;28081674;CPR FPE;ADAMS FP;Calle De Ayala, 130 ;Madrid;Salamanca;28006;-;-;-;-;Privado;
Madrid-Capital;28021604;CPR FPE;AFUERA I;Plaza De Santa Ana, 13 ;Madrid;Centro;28012;914295151;914296406;direcciontecnica@afuera.com;info@centroafuera.es;Privado;
Madrid-Sur;28080463;CPR FPE;AIDE FORMACION;Calle Jaime I El Conquistador, 57 ;Parla;-;-;911641676;-;aideformacion@gmail.com;direccion.formacion.aide@gmail.com;Privado;
Madrid-Capital;28081716;CPR FPE;APRENDEA FP;Calle De Roa, Esquina Joaquin Turina, 22, 4 ;Madrid;Carabanchel;28044;-;-;-;-;Privado;
Madrid-Sur;28078390;CPR FPE;AVIATION TRAINING AND MAINTENANCE GROUP;Camino Del Molino, S/n ;Fuenlabrada;-;28942;915653839;-;marmaria@aviationgroup.es;gerente@aviationgroup.es;Privado;
Madrid-Capital;28081251;CPR FPE;AVIATION TRAINING AND MAINTENANCE GROUP;Avenida Orovilla, 10 ;Madrid;Usera;28041;-;-;-;-;Privado;
Madrid-Capital;28078811;CPR FPE;CAMPUS DENTAL MADRID;Calle De Colombia, 53 ;Madrid;Chamartín;28016;911457575;-;infomadrid1@campusdental.es;direccionmadrid1@campusdental.es;Privado;
Madrid-Este;28079539;CPR FPE;CAMPUS FP ALCALA DE HENARES IT & CIBER SEGURIDAD;Calle El Toboso, 3 ;Alcalá de Henares;-;28803;911495027;-;secretaria.alcala@campusfp.es;javier.calvo@campusfp.es;Privado;
Madrid-Este;28076952;CPR FPE;CAMPUS FP ARGANDA INDUSTRIAS CREATIVAS;Calle Camino De Puente Viejo, 2 ;Arganda del Rey;-;28500;911833122;916840179;secretaria.arganda@campusfp.es;javier.calvo@campusfp.es;Privado;
Madrid-Capital;28080797;CPR FPE;CAMPUS FP ARTURO SORIA-ESATUR;Calle De Asura, 40 ;Madrid;Hortaleza;28043;-;-;-;-;Privado;
Madrid-Sur;28076976;CPR FPE;CAMPUS FP EMPRENDE;Avenida De La Industria, 70 ;Humanes de Madrid;-;28970;810520405;916840179;secretaria.humanes@campusfp.es;jcalvo@emprendefp.com;Privado;
Madrid-Sur;28081996;CPR FPE;CAMPUS FP EMPRENDE II FUENLABRADA;Calle Sauce, Sin ;Fuenlabrada;-;28942;-;-;-;-;Privado;
Madrid-Sur;28076915;CPR FPE;CAMPUS FP LEGANES;Calle Siete Picos, 6 ;Leganés;-;28912;911833122;-;secretaria.leganes@campusfp.es;javier.calvo@campusfp.es;Privado;
Madrid-Sur;28082034;CPR FPE;CAMPUS FP MOSTOLES;Calle Del Pintor Velázquez, 8 ;Móstoles;-;28933;-;-;-;-;Privado;
Madrid-Capital;28080918;CPR FPE;CAMPUS FP VISTALEGRE BIG DATA & CIBERSECURITY TECHNOLOGY;Calle De Antolina Merino, 10 ;Madrid;Carabanchel;28025;635852321;-;secretariab@campusfp.es;-;Privado;
Madrid-Sur;28082061;CPR FPE;CARS MAROBE;Calle Mercurio, 1 ;Móstoles;-;28936;-;-;-;-;Privado;
Madrid-Capital;28081893;CPR FPE;CASER FORMACIÓN;Avenida De Burgos, 109 ;Madrid;Fuencarral-El Pardo;-;629184159;-;caseracademy@caser.es;asanchez2@caser.es;Privado;
Madrid-Sur;28078729;CPR FPE;CDM ESCUELA DE PROFESIONES DIGITALES;Calle De Estambul, 24 ;Alcorcón;-;28922;910005006;-;secretaria@cdmfp.es;-;Privado;
Madrid-Oeste;28081145;CPR FPE;CDM INFINIA ESCUELA DE NUEVAS TECNOLOGIAS;Calle Carreteros, 2 ;Boadilla del Monte;-;28660;-;-;-;-;Privado;
Madrid-Capital;28080724;CPR FPE;CDP ALBOR MADRID;Avenida De Carondelet, 35 ;Madrid;Hortaleza;28043;914120399;-;info@ilernamadrid.com;tmedina@ilerna.com;Privado;
Madrid-Capital;28074396;CPR FPE;CENP - FP;Calle De Joaquín María López, 60bis ;Madrid;Chamberí;28015;914484841;-;cenp@cenp.com;tutoria@cenp.com;Privado;
Madrid-Capital;28065590;CPR FPE;CENTRO BOBATH DE FORMACION PROFESIONAL;Calle Del Mirador De La Reina, 115 ;Madrid;Fuencarral-El Pardo;28035;913767190;913763588;secretaria@fundacionbobath.org;fundacionbobath@fundacionbobath.org;Privado;
Madrid-Capital;28081431;CPR FPE;CENTRO DE EDUCACION SUPERIOR DE NEGOCIOS, INNOVACION Y TECNOLOGIA IUNIT;Calle Alfonso Rodríguez Santamaría, 19 ;Madrid;Chamartín;28002;-;-;-;-;Privado;
Madrid-Capital;28046169;CPR FPE;CENTRO DE ESTUDIOS FINANCIEROS;Calle De Viriato, 52 ;Madrid;Chamberí;28010;914444920;-;-;-;Privado;
Madrid-Capital;28079990;CPR FPE;CENTRO DE ESTUDIOS PROFESIONALES ALMAGRO;Calle De Almagro, 25 ;Madrid;Chamberí;28010;918153131;-;mretana@ucjc.edu;sfraile@ucjc.edu;Privado;
Madrid-Oeste;28076861;CPR FPE;CENTRO DE ESTUDIOS PROFESIONALES CVE;Calle Del Valle De Santa Ana, 1 ;Boadilla del Monte;-;28660;639563320;-;coordina.cep@cve.edu.es;info.cep@cve.edu.es;Privado;
Madrid-Capital;28076988;CPR FPE;CENTRO DE ESTUDIOS PROFESIONALES DE LA UNIVERSIDAD CAMILO JOSE CELA.CENTRO FERRAZ;Calle De Quintana, 21 ;Madrid;Moncloa-Aravaca;28008;-;-;-;-;Privado;
Madrid-Oeste;28076991;CPR FPE;CENTRO DE ESTUDIOS PROFESIONALES DE LA UNIVERSIDAD CAMILO JOSE CELA.CENTRO VILLAFRANCA DEL CASTILLO;Calle Castillo De Alarcón, 49 ;Villanueva de la Cañada;-;28692;918153131;-;mretana@ucjc.edu;sfraile@ucjc.edu;Privado;
Madrid-Oeste;28082022;CPR FPE;CENTRO DE ESTUDIOS PROFESIONALES II CVE-BOADILLA;Calle De Miguel Ángel Cantero Oliva, S/n ;Boadilla del Monte;-;28669;639563320;-;info.cep@cve.edu.es;coordina.cep@colegiovirgendeeuropa.edu.es;Privado;
Madrid-Sur;28075182;CPR FPE;CENTRO DE ESTUDIOS SUPERIORES JUAN PABLO II;Calle De Estocolmo, 1bis ;Alcorcón;-;28922;910149867;-;secretaria@cesjuanpablosegundo.es;isaac.sampedro@cesjuanpablosegundo.es;Privado;
Madrid-Capital;28077798;CPR FPE;CENTRO DE ESTUDIOS SUPERIORES PROFESIONALES IMF;Calle De Bernardino Obregón, 25 ;Madrid;Arganzuela;28012;913645157;913664048;direccionfp@imf.com;-;Privado;
Madrid-Norte;28079849;CPR FPE;CENTRO DE ESTUDIOS TECNOLOGICOS ALCOBENDAS;Carretera Del Goloso Km 3,780 ;Alcobendas;-;-;699718510;-;gonzalomaria.colino@medac.org;jefatura@cetafp.es;Privado;
Madrid-Oeste;28058305;CPR FPE;CENTRO DE ESTUDIOS TECNOLOGICOS Y SOCIALES FRANCISCO DE VITORIA;Carretera Pozuelo Majadahonda, K1,8 ;Pozuelo de Alarcón;-;28223;917091413;-;coordinacioncetys@ufv.es;-;Privado;
Madrid-Este;28080301;CPR FPE;CENTRO DE FORMACION DE ENSEÑANZAS PROFESIONALES LAS CADENAS;Carretera Alcalá De Henares A Valdeavero, K.2,4 ;Camarma de Esteruelas;-;28816;-;-;-;-;Privado;
Madrid-Sur;28077683;CPR FPE;CENTRO DE FORMACIÓN DE PELUQUERIA Y ESTETICA NOVELLA;Calle Río Ebro, 4 ;Parla;-;28981;916058799;912277378;info@novellaformacion.es;cemn@cemn.es;Privado;
Madrid-Capital;28078237;CPR FPE;CENTRO DE FORMACION DINAMICA;Calle De Babilonia, 19 ;Madrid;Barajas;28042;-;-;-;-;Privado;
Madrid-Sur;28082046;CPR FPE;CENTRO DE FORMACIÓN PROFESIONAL ADQUIERO;Calle De La Sierra De Alcubierre, 6-8 ;Alcorcón;-;28923;-;-;-;-;Privado;
Madrid-Capital;28081273;CPR FPE;CENTRO DE FORMACION PROFESIONAL ASPASIA Y LAS MERCEDES;Calle De Las Mercedes, 19 ;Madrid;Tetuán;28020;-;-;-;-;Privado;
Madrid-Capital;28080281;CPR FPE;CENTRO DE FORMACION PROFESIONAL CCC;Calle De Albasanz, 9 ;Madrid;San Blas-Canillejas;28037;600390344;-;secretaria@formacionprofesionalccc.com;-;Privado;
Madrid-Capital;28080438;CPR FPE;CENTRO DE FORMACION PROFESIONAL CCC II;Calle De Albasanz, 12 ;Madrid;San Blas-Canillejas;28037;910013363;-;secretaria@formacionprofesionalccc.com;-;Privado;
Madrid-Capital;28081017;CPR FPE;CENTRO DE FORMACION PROFESIONAL CCC III;Calle De San Sotero, 3 ;Madrid;San Blas-Canillejas;28037;-;-;-;-;Privado;
Madrid-Capital;28031592;CPR FPE;CENTRO DE FORMACION TECNICA;Calle De Carretas, 14 ;Madrid;Centro;28012;915211939;915317966;cenfortec@cenfortec.es;direccion@cenfortec.es;Privado;
Madrid-Capital;28081421;CPR FPE;CENTRO DE FORMACION VERTICE;Calle De Magallanes, 1 ;Madrid;Chamberí;28015;-;-;-;-;Privado;
Madrid-Oeste;28076356;CPR FPE;CENTRO DE F.P. ALFONSO X EL SABIO;Avenida Universidad, 1 ;Villanueva de la Cañada;-;28691;918109015;-;fp@uax.es;secretariafp@uax.es;Privado;
Madrid-Capital;28045748;CPR FPE;CENTRO EUROPEO DE ESTUDIOS PROFESIONALES;Paseo De Extremadura, 33 ;Madrid;Latina;28011;915266116;915262294;administracion@grupoceep.com;miguelcabanell@grupoceep.com;Privado;
Madrid-Capital;28081297;CPR FPE;CENTRO FP GALA;Avenida Eje Central - Polígono Industrial Ctm, 3e ;Madrid;Villa de Vallecas;28053;678286266;-;admisionesfp@galaformacion.com;info@galaformacion.com;Privado;
Madrid-Capital;28076150;CPR FPE;CENTRO MESENA;Calle De Emeterio Castaños, 11 ;Madrid;Hortaleza;28033;-;-;-;-;Privado;
Madrid-Sur;28072661;CPR FPE;CENTRO PROFESIONAL EUROPEO DE MADRID - ESTUDIOS PROFESIONALES SUPERIORES;Calle Tajo, S/n ;Villaviciosa de Odón;-;28670;912115052;-;centroprofesional@universidadeuropea.es;amaria.manzanero@universidadeuropea.es;Privado;
Madrid-Norte;28075844;CPR FPE;CENTRO PROFESIONAL EUROPEO DE MADRID-ESTUDIOS PROFESIONALES SUPERIORES;Avenida De Fernando Alonso ;Alcobendas;-;28108;912115052;-;centroprofesional@universidadeuropea.es;francisco.lopez@universidadeuropea.es;Privado;
Madrid-Capital;28081169;CPR FPE;CENTRO SUPERIOR CEAC DE FORMACION PROFESIONAL;Plaza De Cronos, 1 ;Madrid;San Blas-Canillejas;28037;911089416;-;secretaria.mad@ceacfp.com;arantxa.espinosa@ceacfp.com;Privado;
Madrid-Capital;28075901;CPR FPE;CENTRO SUPERIOR DE HOSTELERIA DEL MEDITERRANEO;Paseo De La Ermita Del Santo, 48 ;Madrid;Latina;28011;910101487;-;jestudios.madrid@isgastronomia.com;secretaria.madrid@isgastronomia.com;Privado;
Madrid-Capital;28077555;CPR FPE;CENTRO SUPERIOR DE INNOVACIÓN Y DESARROLLO CHF;Calle De Los Pirineos, 55 ;Madrid;Moncloa-Aravaca;28040;911440632;913115193;comunicacion@csinnovacionydesarrollo-chf.com;comunicacion@asociacion-chf.com;Privado;
Madrid-Oeste;28079631;CPR FPE;CEP CVE VILLANUEVA;Calle Alameda, 1 ;Villanueva del Pardillo;-;28229;639563320;-;info@colegiovirgendeeuropa.edu.es;coordina.cep@colegiovirgendeeuropa.edu.es;Privado;
Madrid-Capital;28046911;CPR FPE;CES, ESCUELA SUPERIOR DE IMAGEN Y SONIDO;Calle De Mar Adriático, 11 ;Madrid;Hortaleza;28033;917250000;917269910;mam@escuelaces.com;datos@escuelaces.com;Privado;
Madrid-Capital;28081376;CPR FPE;CESUR AMOROS;Calle De Joaquín Turina, 37 ;Madrid;Carabanchel;28044;-;-;-;-;Privado;
Madrid-Capital;28081868;CPR FPE;CESUR CAMPUS MADRID;Carretera De Carabanchel A Villaverde, 54 ;Madrid;Villaverde;28041;-;-;-;-;Privado;
Madrid-Norte;28081595;CPR FPE;CESUR INTEA JARAMA;Via De Servicio A1 Km 28 ;San Sebastián de los Reyes;-;28702;-;-;-;-;Privado;
Madrid-Capital;28079345;CPR FPE;CESUR MADRID PLAZA ELIPTICA;Calle De Santa Lucrecia, 11 ;Madrid;Carabanchel;28019;918192018;-;cesurmadrideliptica@cesurformacion.com;jm.chamorro@cesurformacion.com;Privado;
Madrid-Capital;28077786;CPR FPE;CESUR OPEN;Calle De La Gavia Seca, 15 ;Madrid;Villa de Vallecas;28031;918192018;-;raquel.martinez@cesurformacion.com;cesuropen@cesurformacion.com;Privado;
Madrid-Sur;28078377;CPR FPE;CESUR OPEN HELICON;Calle Marie Curie, 19 ;Valdemoro;-;-;918192018;-;raquel.martinez@cesurformacion.com;cesuropen@cesurformacion.com;Privado;
Madrid-Este;28080207;CPR FPE;CESUR OPEN SAN GABRIEL;Avenida De Pasionistas, 10 ;Alcalá de Henares;-;28806;910053936;-;cesuropen@cesurformacion.com;raquel.martinez@cesurformacion.com;Privado;
Madrid-Capital;28060087;CPR FPE;CESUR-MADRID;Calle De Luis Cabrera, 63 ;Madrid;Chamartín;28002;913005958;-;cesurmadridchamartin@cesurformacion.com;jorge.matilla@cesurformacion.com;Privado;
Madrid-Capital;28075716;CPR FPE;CESUR-MADRID II;Calle De Albarracín, 27 ;Madrid;San Blas-Canillejas;28037;914400000;914167223;cesurmadridciudadlineal@cesurformacion.com;ana.guillo@cesurformacion.com;Privado;
Madrid-Oeste;28077737;CPR FPE;CEU-INSTITUTO SUPERIOR DE ESTUDIOS PROFESIONALES;Carretera De Boadilla Del Monte, K 5,3 ;Boadilla del Monte;-;-;-;-;-;-;Privado;
Madrid-Capital;28048919;CPR FPE;CEU-INSTITUTO SUPERIOR DE ESTUDIOS PROFESIONALES;Calle De Los Pirineos, 55 ;Madrid;Moncloa-Aravaca;28040;915447040;915492367;isep@ceu.es;-;Privado;
Madrid-Capital;28049912;CPR FPE;CEV CENTRO DE ESTUDIOS DEL VIDEO;Calle De Gaztambide, 65 ;Madrid;Chamberí;28015;918232771;-;davidgraneda@cev.com;marian@cev.com;Privado;
Madrid-Este;28081248;CPR FPE;CFP JOSE MARTINEZ;Calle De Isaac Peral, 6 ;Coslada;-;28823;-;-;-;-;Privado;
Madrid-Sur;28081856;CPR FPE;CHANGEMAKER COLLEGE;Calle Duero, 47 ;Villaviciosa de Odón;-;28670;-;-;-;-;Privado;
Madrid-Capital;28081935;CPR FPE;CLICOLLEGE FP;Calle De Núñez De Balboa, 125 ;Madrid;Retiro;28006;650570466;-;david@clicollege.org;admin@clicollege.org;Privado;
Madrid-Capital;28074682;CPR FPE;CODESA;Calle De Diego De León, 34 ;Madrid;Salamanca;28006;914318519;-;alicia.palomino@centro-codesa.com;administracion@centro-codesa.com;Privado;
Madrid-Norte;28074441;CPR FPE;COLEGIO CAMINO REAL SAN SEBASTIAN DE LOS REYES;Avenida De Baleares, 10 ;San Sebastián de los Reyes;-;28703;-;-;-;-;Privado;
Madrid-Capital;28081200;CPR FPE;CORE NETWORKS;Avenida De Manoteras, 32 ;Madrid;Hortaleza;28050;917671065;-;FP_COREMADRID@corenetworks.es;ssandonis@corenetworks.es;Privado;
Madrid-Capital;28056141;CPR FPE;C.RECURSOS COM.SORDA JUAN LUIS MARROQUIN;Calle De Las Islas Aleutianas, 28 ;Madrid;Fuencarral-El Pardo;28035;913768560;913768564;cc.csjuanluismarroquin.madrid@educa.madrid.org;ciclo.mediacion@fundacioncnse.org;Privado;
Madrid-Capital;28073446;CPR FPE;CRUZ ROJA;Calle De Rafael Villa, S/n ;Madrid;Moncloa-Aravaca;28023;913609676;-;010.fp@cruzroja.es;formacionprofesional@cruzroja.es;Privado;
Madrid-Capital;28081261;CPR FPE;CRUZ ROJA-ESCUELA PROFESIONAL;Avenida De La Reina Victoria, 28 ;Madrid;Moncloa-Aravaca;28003;913609676;-;010.fp@cruzroja.es;formacionprofesional@cruzroja.es;Privado;
Madrid-Sur;28080372;CPR FPE;DAC FORMACION PROFESIONAL SUPERIOR;Calle Porto Colón, 6 ;Alcorcón;-;28924;916105970;-;elisa@dacdocencia.com;raul.quiros@dacdocencia.com;Privado;
Madrid-Capital;28079552;CPR FPE;DIGITECH, CENTRO DE TECNOLOGIA Y DIGITALIZACION;Calle De Luis De Salazar, 9 ;Madrid;Chamartín;28002;699543275;-;psanchez@digitechfp.com;info@digitechfp.com;Privado;
Madrid-Capital;28061079;CPR FPE;ESCUELA DE CIENCIAS SOCIALES Y DE LA SALUD;Calle De La Fuente Del Rey, 2 ;Madrid;Moncloa-Aravaca;28023;913345500;-;info@escuelacss.com;-;Privado;
Madrid-Capital;28076903;CPR FPE;ESCUELA INTERNACIONAL DE PROTOCOLO;Calle De Los Vascos, 17 ;Madrid;Moncloa-Aravaca;28040;913101803;-;rocio@protocolo.com;luis@protocolo.com;Privado;
Madrid-Capital;28075662;CPR FPE;ESCUELA PROFESIONAL DON BOSCO;Calle De María Auxiliadora, 9 ;Madrid;Moncloa-Aravaca;28040;914500472;913980250;direccion@escuelaprofesionaldonbosco.com;dpedagogica@escuelaprofesionaldonbosco.com;Privado;
Madrid-Capital;28078791;CPR FPE;ESCUELA PROFESIONAL IEM;Calle Del Conde Del Serrallo, 6 ;Madrid;Tetuán;28029;914561216;-;secretaria@escuelaiem.com;direccion@escuelaiem.com;Privado;
Madrid-Capital;28080876;CPR FPE;ESCUELA PROFESIONAL SUPERIOR DE MADRID;Calle Bernardino Obregón, 26 ;Madrid;Arganzuela;28012;919930096;-;ana.palomino@epsum.school;-;Privado;
Madrid-Capital;28049237;CPR FPE;ESCUELA SUPERIOR DE FORMACION;Calle Del Doctor Esquerdo, 160 ;Madrid;Retiro;28007;917680212;-;psanchez@esf.es;fp@esf.es;Privado;
Madrid-Capital;28040647;CPR FPE;ESCUELA TECNICA DE ENSEÑANZAS ESPECIALIZADAS;Calle De Adela Balboa, 16 ;Madrid;Tetuán;28039;915347084;915345111;escuelatecnica@telefonica.net;-;Privado;
Madrid-Capital;28080323;CPR FPE;ESDIP ESCUELA DE ARTE;Calle De Santa Engracia, 122 ;Madrid;Chamberí;28003;913994639;-;emilio@esdip.com;-;Privado;
Madrid-Oeste;28080359;CPR FPE;ESIC CENTRO DE FORMACION PROFESIONAL SUPERIOR MADRID;Avenida Juan Xxiii, 12 ;Pozuelo de Alarcón;-;28224;600445156;-;direccion.cfgs@esic.edu;alberto.alonso@esic.edu;Privado;
Madrid-Capital;28081832;CPR FPE;ESSAE;Calle De Isabel Colbrand, 6 ;Madrid;Fuencarral-El Pardo;28050;607887337;-;grevilla@essaeformacion.com;secretariafp@essaeformacion.com;Privado;
Madrid-Capital;28081327;CPR FPE;EUROFORMAC FP;Avenida De Pablo Iglesias, 53 ;Madrid;Moncloa-Aravaca;28039;625224452;-;direccion.madrid@fpeuroformac.com;secretaria.madrid@fpeuroformac.com;Privado;
Madrid-Capital;28075017;CPR FPE;FEDA MADRID;Avenida De Burgos, 12 ;Madrid;Chamartín;28036;-;-;info@feda-madrid.com;andres.antolin@feda-madrid.com;Privado;
Madrid-Capital;28078420;CPR FPE;FP MADRID ALUCHE;Avenida Poblados, S/n ;Madrid;Carabanchel;28047;911766620;-;info@fpmadrid.es;gestion@fpmadrid.es;Privado;
Madrid-Oeste;28078419;CPR FPE;FP MADRID BOADILLA;Calle Luigi Bocherini, 3 ;Boadilla del Monte;-;28660;911766620;-;info@fpmadrid.es;-;Privado;
Madrid-Sur;28081121;CPR FPE;FP MADRID LEGANES;Calle Del Alcalde Francisco Moreno Menéndez, 18 ;Leganés;-;28914;-;-;-;-;Privado;
